package,version,bytes,size_mb,version_count,stable_versions,all_versions_bytes_est,all_versions_gb_est
fog-sakuracloud,1.7.5,21504,0.022,26,26,559104,0.0006
cabin,0.9.1,21504,0.022,31,31,666624,0.0007
okcomputer,1.19.2,21504,0.022,72,72,1548288,0.0015
childprocess,5.1.0,21504,0.022,72,67,1548288,0.0015
pry-rescue,1.6.0,21504,0.022,41,33,881664,0.0009
interactor,3.2.0,21504,0.022,11,11,236544,0.0002
geom2d,0.4.1,21504,0.022,5,5,107520,0.0001
minitest-bisect,1.8.0,21504,0.022,14,14,301056,0.0003
acts-as-taggable-on,13.0.0,21504,0.022,83,74,1784832,0.0018
rack-test,2.2.0,20992,0.021,29,29,608768,0.0006
responders,3.2.1,20992,0.021,50,49,1049600,0.001
chef-sugar,5.1.12,20992,0.021,39,37,818688,0.0008
sidekiq-throttled,2.1.0,20992,0.021,52,47,1091584,0.0011
gitlab-cloud-connector,1.53.0,20992,0.021,62,62,1301504,0.0013
jmespath,1.6.2,20992,0.021,21,21,440832,0.0004
shoulda,4.0.0,20992,0.021,34,29,713728,0.0007
clamby,1.6.11,20992,0.021,27,27,566784,0.0006
folio-pagination,0.0.12,20992,0.021,10,10,209920,0.0002
importmap-rails,2.2.3,20992,0.021,69,69,1448448,0.0014
ms_rest_azure,0.12.0,20992,0.021,31,31,650752,0.0007
rspec-activemodel-mocks,1.3.0,20992,0.021,9,8,188928,0.0002
rex-zip,0.1.6,20992,0.021,7,7,146944,0.0001
babosa,2.1.0,20992,0.021,24,23,503808,0.0005
crass,1.0.7,20992,0.021,13,13,272896,0.0003
iso,0.4.0,20992,0.021,14,14,293888,0.0003
cookiejar,0.3.4,20992,0.021,6,6,125952,0.0001
pirate_weather_forecast_ruby,0.1.0,20480,0.02,1,1,20480,0.0
google-cloud-core,1.9.0,20480,0.02,25,25,512000,0.0005
data_migrate,11.3.1,20480,0.02,75,65,1536000,0.0015
encryptor,3.0.0,20480,0.02,8,8,163840,0.0002
chef-gyoku,1.5.0,20480,0.02,3,3,61440,0.0001
rspec-html-matchers,0.10.0,20480,0.02,25,25,512000,0.0005
cypress-rails,0.7.1,20480,0.02,26,25,532480,0.0005
tty-markdown-meinac,0.7.2,20480,0.02,1,1,20480,0.0
activestorage-hotcell-server,0.4.1,20480,0.02,7,7,143360,0.0001
warden,1.2.9,20480,0.02,53,53,1085440,0.0011
stringio,3.2.0,20480,0.02,49,47,1003520,0.001
country_select,11.0.0,20480,0.02,40,38,819200,0.0008
kitchen-vagrant,2.4.1,20480,0.02,74,69,1515520,0.0015
nanaimo,0.4.0,20480,0.02,14,14,286720,0.0003
arbre,2.2.1,20480,0.02,24,19,491520,0.0005
activerecord-nulldb-adapter,1.2.2,20480,0.02,30,30,614400,0.0006
win32-process,0.10.0,20480,0.02,28,28,573440,0.0006
claide-plugins,0.9.2,20480,0.02,3,3,61440,0.0001
google-apis-discovery_v1,0.21.0,20480,0.02,22,22,450560,0.0005
chromedriver-helper,2.1.1,20480,0.02,16,16,327680,0.0003
jsonb_accessor,1.4.2,20480,0.02,34,25,696320,0.0007
rvm,1.11.3.8,19968,0.02,237,237,4732416,0.0047
minima,2.5.2,19968,0.02,16,16,319488,0.0003
yabeda-prometheus,0.9.1,19968,0.02,13,13,259584,0.0003
seed_dump,3.4.2,19968,0.02,35,35,698880,0.0007
rspec_profiling,0.0.9,19968,0.02,9,9,179712,0.0002
bindex,0.8.1,19968,0.02,10,10,199680,0.0002
rubocop-i18n,3.3.0,19968,0.02,16,16,319488,0.0003
et-orbi,1.4.2,19968,0.02,36,36,718848,0.0007
redlock,2.1.0,19968,0.02,33,33,658944,0.0007
azure-blob,0.8.0,19968,0.02,19,19,379392,0.0004
sidekiq-limit_fetch,4.4.1,19968,0.02,49,49,978432,0.001
traces,0.18.2,19968,0.02,32,32,638976,0.0006
rrule,0.8.0,19968,0.02,15,15,299520,0.0003
net-ftp,0.3.9,19968,0.02,17,17,339456,0.0003
nori,2.9.1,19968,0.02,28,28,559104,0.0006
gelf,3.1.0,19968,0.02,23,13,459264,0.0005
rb-kqueue,0.2.8,19456,0.019,13,13,252928,0.0003
plaintext,0.3.7,19456,0.019,10,10,194560,0.0002
gyoku,1.4.0,19456,0.019,22,22,428032,0.0004
pandoc-ruby,2.1.10,19456,0.019,38,38,739328,0.0007
image_processing,2.1.0,19456,0.019,49,49,953344,0.001
pwned,2.4.1,19456,0.019,12,12,233472,0.0002
figaro,1.3.0,19456,0.019,23,22,447488,0.0004
state_machines-activerecord,0.200.0,19456,0.019,20,19,389120,0.0004
win32-taskscheduler,2.0.4,19456,0.019,17,17,330752,0.0003
omniauth-saml,2.2.5,19456,0.019,35,35,680960,0.0007
paranoia,3.1.0,19456,0.019,46,44,894976,0.0009
redis-namespace,1.11.0,19456,0.019,45,44,875520,0.0009
pusher,2.1.1,19456,0.019,75,68,1459200,0.0015
gergich,2.2.1,19456,0.019,39,39,758784,0.0008
ruby-progressbar,1.13.0,19456,0.019,33,31,642048,0.0006
grape_logging,3.0.0,19456,0.019,21,21,408576,0.0004
fog-voxel,0.1.0,19456,0.019,3,3,58368,0.0001
win32-service,2.4.0,19456,0.019,30,30,583680,0.0006
faye-websocket,0.12.0,19456,0.019,48,48,933888,0.0009
aws-sigv4,1.12.1,19456,0.019,32,30,622592,0.0006
rubocop-factory_bot,2.28.0,19456,0.019,11,11,214016,0.0002
strptime,0.2.5,19456,0.019,43,40,836608,0.0008
sucker_punch,3.3.0,18944,0.019,42,37,795648,0.0008
rqrcode_core,2.1.0,18944,0.019,10,10,189440,0.0002
sidekiq-failures,1.1.0,18944,0.019,21,20,397824,0.0004
syslog,0.4.0,18944,0.019,6,6,113664,0.0001
hitimes,3.2.0,18944,0.019,64,64,1212416,0.0012
rails_failover,2.3.0,18944,0.019,31,31,587264,0.0006
opentelemetry-instrumentation-rack,0.31.1,18944,0.019,50,50,947200,0.0009
batch-loader,2.0.6,18944,0.019,24,24,454656,0.0005
will_paginate,4.0.1,18944,0.019,40,37,757760,0.0008
google-cloud-translate-v2,1.2.0,18944,0.019,13,13,246272,0.0002
json_pure,2.8.1,18944,0.019,82,82,1553408,0.0016
test-queue,0.12.0,18944,0.019,31,30,587264,0.0006
grape-swagger-entity,0.7.1,18944,0.019,28,28,530432,0.0005
ssh_data,2.0.0,18944,0.019,4,4,75776,0.0001
json_matchers,0.11.1,18944,0.019,16,16,303104,0.0003
execjs,2.10.2,18944,0.019,55,55,1041920,0.001
omniauth-facebook,11.0.0,18944,0.019,25,20,473600,0.0005
win32-mmap,0.4.2,18944,0.019,10,10,189440,0.0002
validates_hostname,2.0.45,18944,0.019,18,18,340992,0.0003
mini_histogram,0.3.1,18944,0.019,9,9,170496,0.0002
open4,1.3.4,18944,0.019,23,23,435712,0.0004
field_test,1.0.0,18944,0.019,24,24,454656,0.0005
test-unit-rails,7.0.2,18432,0.018,20,20,368640,0.0004
json_spec,1.1.5,18432,0.018,18,18,331776,0.0003
CFPropertyList,4.0.0,18432,0.018,43,42,792576,0.0008
unicode-display_width,3.2.0,18432,0.018,49,46,903168,0.0009
propshaft,1.3.2,18432,0.018,36,36,663552,0.0007
grape-path-helpers,2.1.0,18432,0.018,21,21,387072,0.0004
compass-rails,4.0.0,18432,0.018,27,22,497664,0.0005
epub-cfi,0.1.4,18432,0.018,5,5,92160,0.0001
vericite_api,1.5.3,18432,0.018,9,9,165888,0.0002
bacon,1.2.0,18432,0.018,4,4,73728,0.0001
tty-reader,0.9.0,18432,0.018,9,9,165888,0.0002
terrapin,1.1.1,18432,0.018,6,5,110592,0.0001
inst_statsd,3.4.0,18432,0.018,24,24,442368,0.0004
yabeda-rails,0.11.0,18432,0.018,15,15,276480,0.0003
naught,2.3.0,18432,0.018,9,9,165888,0.0002
state_machines-activemodel,0.200.0,18432,0.018,26,25,479232,0.0005
docx,0.13.0,18432,0.018,21,21,387072,0.0004
idn-ruby,0.1.5,18432,0.018,4,4,73728,0.0001
js_regex,3.14.0,18432,0.018,44,44,811008,0.0008
yabeda-prometheus-mmap,0.4.0,18432,0.018,6,6,110592,0.0001
rack-rewrite,1.5.1,18432,0.018,20,20,368640,0.0004
dry-struct,1.8.1,18432,0.018,26,26,479232,0.0005
rack-protection,4.2.1,18432,0.018,53,46,976896,0.001
fastimage,2.4.1,18432,0.018,57,57,1050624,0.0011
icons,0.9.0,18432,0.018,7,7,129024,0.0001
yabeda-activerecord,0.1.2,18432,0.018,3,3,55296,0.0001
dry-cli,1.4.1,18432,0.018,11,11,202752,0.0002
groupdate,6.8.0,18432,0.018,65,65,1198080,0.0012
inifile,3.0.0,18432,0.018,12,12,221184,0.0002
neighbor,1.2.0,18432,0.018,22,22,405504,0.0004
libv8-node,24.12.0.1,18432,0.018,265,195,4884480,0.0049
combustion,1.5.0,17920,0.018,34,34,609280,0.0006
fog-atmos,0.1.0,17920,0.018,2,2,35840,0.0
colorize,1.1.0,17920,0.018,26,22,465920,0.0005
fcm,2.0.3,17920,0.018,19,19,340480,0.0003
svg_sprite,1.0.3,17920,0.018,11,11,197120,0.0002
mobile-fu,1.4.0,17920,0.018,15,15,268800,0.0003
iso-639,0.3.8,17920,0.018,22,22,394240,0.0004
code_analyzer,0.5.5,17920,0.018,21,21,376320,0.0004
gettext-setup,1.1.1,17920,0.018,33,33,591360,0.0006
hashdiff,1.2.1,17920,0.018,29,28,519680,0.0005
atomic,1.1.101,17920,0.018,57,56,1021440,0.001
roadie-rails,3.4.0,17920,0.018,25,22,448000,0.0004
fog-dynect,0.5.0,17920,0.018,8,8,143360,0.0001
ice_nine,0.11.2,17920,0.018,13,13,232960,0.0002
model_attribute,3.2.0,17920,0.018,7,7,125440,0.0001
messagebird-rest,5.0.0,17920,0.018,18,18,322560,0.0003
gon,7.1.0,17920,0.018,58,58,1039360,0.001
test_file_finder,0.3.1,17920,0.018,9,9,161280,0.0002
mercenary,0.4.0,17920,0.018,12,12,215040,0.0002
benchmark-memory,0.2.0,17920,0.018,4,4,71680,0.0001
yabeda-http_requests,0.3.0,17920,0.018,6,6,107520,0.0001
diffy,3.4.4,17920,0.018,34,34,609280,0.0006
rails-dom-testing,2.3.0,17920,0.018,17,17,304640,0.0003
rspec-collection_matchers,1.2.1,17920,0.018,12,11,215040,0.0002
solve,4.0.4,17920,0.018,35,31,627200,0.0006
safety_net_attestation,0.5.0,17920,0.018,5,5,89600,0.0001
promise.rb,0.7.4,17920,0.018,15,13,268800,0.0003
haml-rails,3.1.0,17920,0.018,24,24,430080,0.0004
attr_extras,7.1.0,17920,0.018,52,52,931840,0.0009
iostruct,0.7.0,17920,0.018,14,14,250880,0.0003
streamio-ffmpeg,3.0.2,17920,0.018,39,39,698880,0.0007
strongbox,0.7.3,17920,0.018,21,21,376320,0.0004
celluloid-essentials,0.20.5,17920,0.018,12,6,215040,0.0002
gssapi,1.3.1,17920,0.018,16,16,286720,0.0003
rackup,2.3.1,17920,0.018,13,13,232960,0.0002
configurate,0.6.0,17920,0.018,14,14,250880,0.0003
httplog,1.8.0,17920,0.018,60,60,1075200,0.0011
dynamic_form,1.3.1,17408,0.017,8,8,139264,0.0001
fog-riakcs,0.1.0,17408,0.017,2,2,34816,0.0
afm,1.0.0,17408,0.017,5,5,87040,0.0001
kaminari-core,1.2.2,17408,0.017,9,7,156672,0.0002
squasher,0.8.0,17408,0.017,25,25,435200,0.0004
net-smtp,0.5.1,17408,0.017,14,14,243712,0.0002
tty-spinner,0.9.3,17408,0.017,13,13,226304,0.0002
redis-store,1.12.0,17408,0.017,37,28,644096,0.0006
fluent-plugin-kinesis-aggregation,0.4.1,17408,0.017,13,13,226304,0.0002
cose,1.3.1,17408,0.017,19,19,330752,0.0003
opentelemetry-instrumentation-active_job,0.13.0,17408,0.017,33,33,574464,0.0006
maxmind-db,1.4.0,17408,0.017,7,6,121856,0.0001
chef-cleanroom,1.0.5,17408,0.017,5,5,87040,0.0001
faraday_middleware,1.2.1,17408,0.017,49,47,852992,0.0009
doorkeeper-device_authorization_grant,1.0.3,17408,0.017,8,8,139264,0.0001
coveralls,0.8.23,17408,0.017,54,54,940032,0.0009
docker_registry2,1.19.0,17408,0.017,38,38,661504,0.0007
dry-auto_inject,1.2.1,17408,0.017,23,22,400384,0.0004
rack-unreloader,2.1.0,17408,0.017,13,13,226304,0.0002
headless,3.0.0,17408,0.017,16,16,278528,0.0003
protobug,0.2.0,17408,0.017,2,2,34816,0.0
marginalia,1.11.1,17408,0.017,23,23,400384,0.0004
valid_email,0.2.1,17408,0.017,20,20,348160,0.0003
pry-rails,0.3.11,17408,0.017,25,25,435200,0.0004
dotenv,3.2.0,17408,0.017,54,52,940032,0.0009
opentracing,0.5.0,17408,0.017,12,11,208896,0.0002
jwe,1.1.1,17408,0.017,9,9,156672,0.0002
launchy,3.1.1,17408,0.017,45,45,783360,0.0008
progress,3.6.0,17408,0.017,57,57,992256,0.001
jekyll-redirect-from,0.16.0,17408,0.017,21,21,365568,0.0004
columnize,0.9.0,16896,0.017,12,12,202752,0.0002
train,3.16.5,16896,0.017,143,143,2416128,0.0024
dry-logger,1.2.2,16896,0.017,11,9,185856,0.0002
rex-arch,0.1.20,16896,0.017,21,21,354816,0.0004
regexp_property_values,1.5.2,16896,0.017,29,29,489984,0.0005
rack-session,2.1.2,16896,0.017,11,11,185856,0.0002
sysexits,1.2.0,16896,0.017,5,5,84480,0.0001
tty-markdown,0.7.2,16896,0.017,10,10,168960,0.0002
net-telnet,0.2.0,16896,0.017,3,3,50688,0.0001
rubocop-discourse,3.20.0,16896,0.017,57,57,963072,0.001
opentelemetry-instrumentation-pg,0.37.0,16896,0.017,40,40,675840,0.0007
graphql-batch,0.6.1,16896,0.017,28,28,473088,0.0005
win32-certstore,0.6.16,16896,0.017,23,23,388608,0.0004
logger,1.7.0,16896,0.017,20,20,337920,0.0003
globalid,1.4.0,16896,0.017,25,25,422400,0.0004
cocoapods-try,1.2.0,16896,0.017,19,14,321024,0.0003
hanami-devtools,2023.02.16,16896,0.017,1,1,16896,0.0
ahoy_email,4.0.0,16896,0.017,41,41,692736,0.0007
sprockets-helpers,1.4.0,16896,0.017,22,22,371712,0.0004
docile,1.4.1,16896,0.017,24,24,405504,0.0004
fixture_builder,0.5.2,16896,0.017,19,12,321024,0.0003
test-unit-rr,1.0.5,16896,0.017,6,6,101376,0.0001
saharspec,0.0.10,16896,0.017,10,10,168960,0.0002
adamantium,0.2.0,16896,0.017,13,13,219648,0.0002
turbo_tests,2.2.5,16896,0.017,19,19,321024,0.0003
powerpack,0.1.3,16384,0.016,13,13,212992,0.0002
sequel-annotate,1.7.0,16384,0.016,9,9,147456,0.0001
track_open_instances,0.1.15,16384,0.016,8,8,131072,0.0001
prosopite,2.2.0,16384,0.016,36,36,589824,0.0006
cliver,0.3.2,16384,0.016,12,12,196608,0.0002
simplecov-cobertura,4.0.0,16384,0.016,23,19,376832,0.0004
padrino-support,0.16.1,16384,0.016,41,32,671744,0.0007
simple_oauth,0.4.1,16384,0.016,15,15,245760,0.0002
rswag-specs,2.17.0,16384,0.016,46,43,753664,0.0008
dry-configurable,1.4.0,16384,0.016,40,40,655360,0.0007
fluent-plugin-gcloud-pubsub-custom,1.6.0,16384,0.016,31,30,507904,0.0005
certstore_c,0.1.7,16384,0.016,9,8,147456,0.0001
manpages,0.7.0,16384,0.016,13,13,212992,0.0002
actionpack-action_caching,1.2.2,16384,0.016,6,6,98304,0.0001
ref,2.0.0,16384,0.016,6,6,98304,0.0001
fog-serverlove,0.1.2,16384,0.016,3,3,49152,0.0
iniparse,1.5.0,16384,0.016,19,19,311296,0.0003
rodish,2.0.1,16384,0.016,4,4,65536,0.0001
gdk-toogle,1.0.2,16384,0.016,5,5,81920,0.0001
rubocop-rspec_rails,2.32.0,16384,0.016,9,9,147456,0.0001
letter_opener,1.10.0,16384,0.016,18,18,294912,0.0003
rinda,0.2.0,16384,0.016,3,3,49152,0.0
simple_captcha2,0.5.0,16384,0.016,12,12,196608,0.0002
sprockets-rails,3.5.2,16384,0.016,43,36,704512,0.0007
cucumber-rails-training-wheels,1.0.0,16384,0.016,1,1,16384,0.0
cucumber-rails,4.1.0,16384,0.016,62,54,1015808,0.001
rex-struct2,0.1.5,16384,0.016,6,6,98304,0.0001
rex-random_identifier,0.1.21,16384,0.016,21,21,344064,0.0003
tiktoken_ruby,0.0.17,16384,0.016,155,155,2539520,0.0025
ffi-libarchive,1.1.14,16384,0.016,18,18,294912,0.0003
nokogiri-xmlsec-instructure,0.12.0,16384,0.016,10,10,163840,0.0002
xdr,3.0.3,16384,0.016,11,11,180224,0.0002
memory_profiler,1.1.0,16384,0.016,23,23,376832,0.0004
inflecto,0.0.2,16384,0.016,1,1,16384,0.0
google-apis-iamcredentials_v1,0.28.0,16384,0.016,28,28,458752,0.0005
fluent-plugin-out-http,1.3.5,16384,0.016,25,25,409600,0.0004
autotuner,1.1.0,16384,0.016,5,5,81920,0.0001
statsd-ruby,1.5.0,15872,0.016,11,11,174592,0.0002
guard-rubocop,1.5.0,15872,0.016,16,16,253952,0.0003
in_threads,1.6.0,15872,0.016,20,20,317440,0.0003
customerio,6.2.0,15872,0.016,39,39,619008,0.0006
opentelemetry-instrumentation-base,0.26.1,15872,0.016,21,21,333312,0.0003
business,2.3.0,15872,0.016,28,28,444416,0.0004
cocoapods-search,1.0.1,15872,0.016,6,3,95232,0.0001
celluloid-supervision,0.20.6,15872,0.016,10,5,158720,0.0002
debugger-linecache,1.2.0,15872,0.016,6,6,95232,0.0001
elasticsearch,9.5.0,15872,0.016,169,150,2682368,0.0027
stud,0.0.23,15872,0.016,20,20,317440,0.0003
systemu,2.6.5,15872,0.016,18,18,285696,0.0003
ci_reporter,2.1.0,15872,0.016,45,43,714240,0.0007
mini_scheduler,0.20.0,15872,0.016,21,21,333312,0.0003
base58,0.2.3,15872,0.016,7,7,111104,0.0001
perfect_toml,0.9.1,15872,0.016,2,2,31744,0.0
apnotic,1.8.0,15872,0.016,24,24,380928,0.0004
openssl-signature_algorithm,1.3.0,15872,0.016,10,10,158720,0.0002
glob,0.5.0,15872,0.016,9,9,142848,0.0001
async-http-faraday,0.23.0,15872,0.016,29,29,460288,0.0005
timers,4.4.0,15872,0.016,28,23,444416,0.0004
dry-logic,1.6.0,15872,0.016,31,31,492032,0.0005
minio_runner,1.1.0,15872,0.016,6,6,95232,0.0001
maxminddb,0.1.22,15872,0.016,20,20,317440,0.0003
default_value_for,4.2.0,15872,0.016,28,28,444416,0.0004
mixlib-authentication,3.0.10,15872,0.016,20,15,317440,0.0003
pastel,0.8.0,15872,0.016,17,17,269824,0.0003
rspec-benchmark,0.6.0,15872,0.016,7,7,111104,0.0001
rex-rop_builder,0.1.6,15872,0.016,7,7,111104,0.0001
set,1.1.3,15872,0.016,10,10,158720,0.0002
yard-sorbet,0.9.0,15872,0.016,17,17,269824,0.0003
opentelemetry-instrumentation-aws_sdk,0.13.0,15872,0.016,27,27,428544,0.0004
rb-inotify,0.11.1,15872,0.016,34,34,539648,0.0005
pry-byebug,3.12.0,15872,0.016,31,31,492032,0.0005
bourne,1.6.0,15872,0.016,11,11,174592,0.0002
multipart-post,2.4.1,15872,0.016,19,19,301568,0.0003
web-push,3.1.0,15872,0.016,7,7,111104,0.0001
power_assert,3.1.0,15872,0.016,39,39,619008,0.0006
database_cleaner-active_record,2.2.2,15872,0.016,12,8,190464,0.0002
train-winrm,0.4.3,15360,0.015,13,13,199680,0.0002
gitlab_omniauth-ldap,2.3.0,15360,0.015,15,15,230400,0.0002
fluent-plugin-rewrite-tag-filter,2.4.0,15360,0.015,34,33,522240,0.0005
opentelemetry-instrumentation-trilogy,0.69.0,15360,0.015,33,33,506880,0.0005
win32-event,0.6.3,15360,0.015,7,7,107520,0.0001
rails-html-sanitizer,1.7.1,15360,0.015,21,19,322560,0.0003
email_typo,0.2.3,15360,0.015,7,7,107520,0.0001
email_validator,2.2.4,15360,0.015,19,18,291840,0.0003
win32-mutex,0.4.3,15360,0.015,7,7,107520,0.0001
uniform_notifier,1.18.0,15360,0.015,29,29,445440,0.0004
jekyll-theme-cayman,0.2.0,15360,0.015,7,7,107520,0.0001
jekyll-swiss,1.0.0,15360,0.015,6,6,92160,0.0001
jekyll-theme-hacker,0.2.0,15360,0.015,8,8,122880,0.0001
pagerduty,4.0.1,15360,0.015,20,20,307200,0.0003
mixlib-versioning,1.2.12,15360,0.015,6,6,92160,0.0001
allure-ruby-commons,2.29.1,15360,0.015,55,50,844800,0.0008
rdf-normalize,0.7.0,15360,0.015,12,11,184320,0.0002
Ascii85,2.0.1,15360,0.015,9,9,138240,0.0001
ffi-compiler,1.4.2,15360,0.015,14,14,215040,0.0002
kicker,3.0.0,15360,0.015,21,15,322560,0.0003
protected_attributes,1.1.4,15360,0.015,15,15,230400,0.0002
gitlab-kas-grpc,19.3.1,15360,0.015,276,186,4239360,0.0042
localhost,1.8.0,15360,0.015,22,22,337920,0.0003
pstore,0.2.1,15360,0.015,7,7,107520,0.0001
rqrcode,3.2.0,15360,0.015,34,33,522240,0.0005
rubocop-require_tools,0.2.0,15360,0.015,4,4,61440,0.0001
digest-murmurhash,1.1.1,15360,0.015,9,9,138240,0.0001
airbrussh,1.6.2,15360,0.015,34,33,522240,0.0005
http-accept,2.2.2,15360,0.015,17,17,261120,0.0003
orm_adapter,0.5.0,15360,0.015,13,13,199680,0.0002
cleanroom,1.0.0,15360,0.015,1,1,15360,0.0
rspec-its,2.0.0,15360,0.015,9,7,138240,0.0001
ld-eventsource,2.6.0,15360,0.015,21,20,322560,0.0003
license-acceptance,2.1.13,15360,0.015,24,24,368640,0.0004
cucumber-cucumber-expressions,20.1.0,15360,0.015,44,44,675840,0.0007
net-ssh-gateway,2.0.0,14848,0.015,6,6,89088,0.0001
gitlab_query_language,0.35.0,14848,0.015,140,140,2078720,0.0021
dry-equalizer,0.3.0,14848,0.015,6,6,89088,0.0001
patch_finder,1.0.2,14848,0.015,2,2,29696,0.0
rex-registry,0.1.6,14848,0.015,7,7,103936,0.0001
fluent-plugin-concat,2.6.2,14848,0.015,24,24,356352,0.0004
redis-actionpack,5.5.0,14848,0.015,25,18,371200,0.0004
coveralls_reborn,1.0.0,14848,0.015,31,31,460288,0.0005
hashie-forbidden_attributes,0.1.1,14848,0.015,1,1,14848,0.0
bootstrap-switch-rails,3.3.5,14848,0.015,18,18,267264,0.0003
opentelemetry-instrumentation-faraday,0.33.0,14848,0.015,48,48,712704,0.0007
fluent-plugin-grafana-loki,1.3.0,14848,0.015,24,24,356352,0.0004
rack-utf8_sanitizer,1.11.1,14848,0.015,19,19,282112,0.0003
rubocop-gitlab-security,0.1.1,14848,0.015,7,7,103936,0.0001
uber,0.1.0,14848,0.015,16,16,237568,0.0002
discard,2.0.0,14848,0.015,9,9,133632,0.0001
pry-shell,0.7.0,14848,0.015,14,14,207872,0.0002
open-uri,0.5.0,14848,0.015,6,6,89088,0.0001
win32-ipc,0.7.0,14848,0.015,12,12,178176,0.0002
uuid,2.3.9,14848,0.015,21,21,311808,0.0003
huginn_agent,0.6.4,14848,0.015,11,11,163328,0.0002
google-cloud-errors,1.7.0,14848,0.015,11,11,163328,0.0002
hotwire-livereload,2.1.1,14848,0.015,21,21,311808,0.0003
acts_as_tree,2.9.1,14848,0.015,27,27,400896,0.0004
state_machines-rspec,0.6.0,14848,0.015,3,3,44544,0.0
mario-redis-lock,1.2.1,14848,0.015,4,4,59392,0.0001
rspec-json_expectations,2.2.0,14848,0.015,11,11,163328,0.0002
slack-messenger,2.3.6,14848,0.015,4,4,59392,0.0001
deep_merge,1.2.2,14848,0.015,8,8,118784,0.0001
active_record_union,1.4.0,14848,0.015,7,7,103936,0.0001
opentelemetry-instrumentation-excon,0.29.1,14848,0.015,43,43,638464,0.0006
patience_diff,1.2.0,14848,0.015,3,3,44544,0.0
google-cloud-storage_transfer,1.7.1,14848,0.015,14,14,207872,0.0002
fabrication,3.0.0,14848,0.015,116,114,1722368,0.0017
open3,0.2.1,14848,0.015,5,5,74240,0.0001
logtail-rack,0.2.6,14848,0.015,14,14,207872,0.0002
thread,0.2.2,14336,0.014,25,25,358400,0.0004
xpath,3.2.0,14336,0.014,13,11,186368,0.0002
active_model_otp,2.3.4,14336,0.014,14,14,200704,0.0002
google-logging-utils,0.2.0,14336,0.014,3,2,43008,0.0
jekyll-theme-dinky,0.2.0,14336,0.014,7,7,100352,0.0001
useragent,0.16.11,14336,0.014,63,63,903168,0.0009
rubocop-openproject,0.7.1,14336,0.014,8,8,114688,0.0001
rubypants,0.7.1,14336,0.014,7,7,100352,0.0001
rspec_junit_formatter,0.6.0,14336,0.014,25,17,358400,0.0004
net-pop,0.1.2,14336,0.014,3,3,43008,0.0
http-form_data,3.0.1,14336,0.014,13,11,186368,0.0002
opentelemetry-instrumentation-all,0.96.0,14336,0.014,101,101,1447936,0.0014
rspec-retry,0.6.2,14336,0.014,24,24,344064,0.0003
json-jwt,1.17.2,14336,0.014,99,96,1419264,0.0014
strings,0.2.1,14336,0.014,12,12,172032,0.0002
vite_rails,3.11.1,14336,0.014,53,50,759808,0.0008
redis-activesupport,5.3.0,14336,0.014,32,26,458752,0.0005
mixlib-config,3.0.27,14336,0.014,31,23,444416,0.0004
hanami-assets,3.0.0,14336,0.014,41,19,587776,0.0006
benchmark,0.5.0,14336,0.014,8,8,114688,0.0001
require-hooks,0.5.1,14336,0.014,10,10,143360,0.0001
memoist3,1.0.0,14336,0.014,1,1,14336,0.0
actionview_precompiler,0.4.0,14336,0.014,7,7,100352,0.0001
blade,0.7.3,14336,0.014,20,20,286720,0.0003
rgeo-activerecord,8.1.0,14336,0.014,50,46,716800,0.0007
currencies,0.4.2,14336,0.014,8,8,114688,0.0001
canvas_statsd,2.0.4,14336,0.014,14,14,200704,0.0002
path_expander,2.0.1,14336,0.014,12,12,172032,0.0002
ruby-lsp-rspec,0.1.29,14336,0.014,30,30,430080,0.0004
activerecord-pg-extensions,0.8.1,14336,0.014,21,21,301056,0.0003
opentelemetry-instrumentation-net_http,0.29.0,14336,0.014,42,42,602112,0.0006
rails-observers,0.1.5,14336,0.014,5,5,71680,0.0001
s3_direct_upload,0.1.7,14336,0.014,15,15,215040,0.0002
turbo_power,0.8.0,14336,0.014,16,16,229376,0.0002
codecov,0.6.0,14336,0.014,26,26,372736,0.0004
opentelemetry-instrumentation-action_pack,0.18.1,14336,0.014,33,33,473088,0.0005
formatador,1.2.3,14336,0.014,34,34,487424,0.0005
jekyll-github-metadata,2.16.1,14336,0.014,41,41,587776,0.0006
tomlrb,2.0.4,14336,0.014,23,23,329728,0.0003
redis-rack,3.0.0,14336,0.014,28,23,401408,0.0004
barnes,1.0.1,14336,0.014,12,12,172032,0.0002
android_key_attestation,0.3.0,14336,0.014,3,3,43008,0.0
logstash-output-sqs,6.0.0,14336,0.014,25,25,358400,0.0004
win32-registry,0.1.2,14336,0.014,4,4,57344,0.0001
opentelemetry-instrumentation-sidekiq,0.29.0,14336,0.014,44,44,630784,0.0006
rack-accept,0.4.5,14336,0.014,9,9,129024,0.0001
opentelemetry-instrumentation-ethon,0.29.0,14336,0.014,44,44,630784,0.0006
opentelemetry-instrumentation-graphql,0.32.0,14336,0.014,41,41,587776,0.0006
rodauth-omniauth,0.6.2,14336,0.014,13,13,186368,0.0002
discordrb-webhooks,3.8.0,14336,0.014,14,14,200704,0.0002
aws-sdk-rails,5.2.0,13824,0.014,34,34,470016,0.0005
sidekiq_alive,2.5.0,13824,0.014,32,32,442368,0.0004
rainbow,3.1.1,13824,0.014,20,20,276480,0.0003
method_source,1.1.0,13824,0.014,29,24,400896,0.0004
discourse-seed-fu,2.3.12,13824,0.014,1,1,13824,0.0
