package,version,status,xml_doc,xml_bytes,readme,n_dll,n_xml,nupkg_bytes,bytes_read
Microsoft.VisualStudio.LanguageServer.Protocol,17.2.8,ok,lib/netstandard2.0/Microsoft.VisualStudio.LanguageServer.Protocol.xml,311711,,14,1,223013,65558
Microsoft.Agents.AI.OpenAI,1.20.0,ok,lib/net10.0/Microsoft.Agents.AI.OpenAI.xml,55650,,5,5,194786,65558
Xamarin.Forms.Visual.Material,5.0.0.2662,ok,,0,,3,0,361866,65558
Microsoft.Azure.Management.EventHub,5.0.0,ok,lib/net452/Microsoft.Azure.Management.EventHub.xml,611875,,4,4,641474,65558
Microsoft.Windows.WDK.Win32Metadata,0.13.25-experimental,ok,,0,,0,0,405497,65558
Microsoft.Extensions.Caching.Cosmos,1.8.0,ok,lib/netstandard2.0/Microsoft.Extensions.Caching.Cosmos.xml,11501,,1,1,51157,51157
Microsoft.ML.Tokenizers.Data.Cl100kBase,2.0.0,ok,lib/netstandard2.0/Microsoft.ML.Tokenizers.Data.Cl100kBase.xml,443,,1,1,570558,65558
LightInject.Microsoft.DependencyInjection,4.1.0,ok,lib/net8.0/LightInject.Microsoft.DependencyInjection.xml,17255,,2,2,50608,50608
Microsoft.Net.Sdk.Compilers.Toolset,10.0.401,ok,,0,,0,0,12476230,65558
Microsoft.ML.TimeSeries,5.0.0,ok,lib/netstandard2.0/Microsoft.ML.TimeSeries.xml,202783,,1,1,159432,65558
dnlib,4.5.0,ok,lib/net35/dnlib.xml,1873654,,4,4,2375358,65558
tusdotnet,2.11.2,ok,lib/net452/tusdotnet.xml,89158,README.md,5,5,449824,65558
Azure.ResourceManager.ManagedServiceIdentities,1.4.1,ok,lib/net10.0/Azure.ResourceManager.ManagedServiceIdentities.xml,320448,README.md,3,3,441080,65558
SocketIOClient,4.0.5,ok,,0,README.md,2,0,127098,65558
Azure.ResourceManager.ContainerRegistry,1.4.0,ok,lib/net8.0/Azure.ResourceManager.ContainerRegistry.xml,2390601,README.md,2,2,990013,65558
chromiumembeddedframework.runtime,151.3.24,ok,,0,,0,0,39104319,65558
SpanJson,4.2.1,ok,lib/net6.0/SpanJson.xml,36728,README.md,2,2,322728,65558
Azure.ResourceManager.Network,1.17.0,ok,lib/net10.0/Azure.ResourceManager.Network.xml,18467929,README.md,3,3,10113295,65558
McMaster.Extensions.Hosting.CommandLine,5.1.0,ok,lib/net472/McMaster.Extensions.Hosting.CommandLine.xml,94763,,2,2,59336,59336
AutoMoq,2.0.0,ok,,0,,1,0,18244,18244
AspNet.Security.OAuth.Apple,10.0.0,ok,lib/net10.0/AspNet.Security.OAuth.Apple.xml,24044,README.md,1,1,51966,51966
NCrunch.Framework,5.11.0,ok,lib/net35/NCrunch.Framework.xml,9431,,2,2,43186,43186
OpenCvSharp4_.runtime.ubuntu.20.04-x64,4.10.0.20240616,ok,,0,,0,0,28812047,65558
OpenCvSharp4.Windows,4.13.0.20260627,ok,,0,README.managed.md,0,0,21320,21320
LightInject.Annotation,1.1.0,ok,,0,,8,0,64651,64651
Blazorise.DataGrid,2.3.2,ok,lib/net10.0/Blazorise.DataGrid.xml,382820,README.md,3,3,741967,65558
Azure.AI.Agents.Persistent,1.1.0,ok,lib/net8.0/Azure.AI.Agents.Persistent.xml,2216252,README.md,2,2,904838,65558
Microsoft.Agents.AI.Workflows,1.20.0,ok,lib/net10.0/Microsoft.Agents.AI.Workflows.xml,607577,,5,5,2111047,65558
Xamarin.Auth,1.7.0,ok,,0,,6,1,475826,65558
LightInject.Mvc,2.0.0,ok,,0,,2,0,23290,23290
Asyncify,0.9.5707.38527,ok,,0,,0,0,26878,26878
Microsoft.Azure.Management.Media,6.0.0,ok,lib/net452/Microsoft.Azure.Management.Media.xml,1547436,,4,4,1239334,65558
ReactiveUI.WPF,24.2.0,ok,lib/net10.0-windows10.0.19041/ReactiveUI.Wpf.xml,106611,README.md,7,7,538179,65558
Community.OData.Linq,2.1.0,ok,,0,README.md,1,0,168593,65558
NVorbis,0.10.5,ok,lib/net45/NVorbis.xml,62779,,2,2,106031,65558
Deedle,8.1.0,ok,lib/net10.0/Deedle.xml,651090,README.md,1,1,1128723,65558
Senparc.Weixin.MP,16.25.3,ok,lib/net462/Senparc.Weixin.MP.xml,1317259,,5,3,3152093,65558
CommunityToolkit.Common,8.4.2,ok,lib/net8.0/CommunityToolkit.Common.xml,28331,,3,3,168520,65558
Qdrant.Client,1.19.0,ok,lib/net462/Qdrant.Client.xml,1305406,README.md,3,3,2535841,65558
AutoFixture.Xunit3,4.19.0,ok,lib/net6.0/AutoFixture.Xunit3.xml,46311,README.md,2,2,97661,65558
linq2db.SqlServer,6.4.0,ok,,0,content/LinqToDB.Templates/README.md,0,0,5251208,65558
jquery.mobile,1.4.5,ok,,0,,0,0,659787,65558
Ecng.StringSearch,1.0.265,ok,,0,README.md,2,0,42633,42633
mod_spatialite,4.3.0.1,ok,,0,,0,0,8979303,65558
YesSql,6.0.0,ok,lib/net10.0/YesSql.xml,123,README.md,2,2,34117,34117
chocolatey,2.7.4,ok,,0,,0,0,5726775,65558
CefSharp.Common.NETCore,151.3.240,ok,,0,,3,0,31804706,65558
NuGet.VisualStudio,17.14.0,ok,lib/net472/NuGet.VisualStudio.xml,120759,README.md,1,1,79301,65558
Azure.ResourceManager.EventGrid,1.1.0,ok,lib/net8.0/Azure.ResourceManager.EventGrid.xml,3956383,README.md,2,2,1341653,65558
ppy.osu.Framework,2026.901.0,ok,lib/net10.0/osu.Framework.xml,2121143,,1,1,2705642,65558
Polly.Testing,8.7.0,ok,lib/net8.0/Polly.Testing.xml,2948,,2,2,82839,65558
Microsoft.Azure.Devices.Provisioning.Service,1.18.5,ok,lib/net8.0/Microsoft.Azure.Devices.Provisioning.Service.xml,248091,,3,3,241921,65558
Azure.ResourceManager.Dns,1.1.1,ok,lib/netstandard2.0/Azure.ResourceManager.Dns.xml,1044090,README.md,1,1,278765,65558
System.Web.Providers,1.2.0,ok,,0,,0,0,12176,12176
Microsoft.VisualStudio.Web.BrowserLink.Loader,14.1.0,ok,lib/net451/Microsoft.VisualStudio.Web.BrowserLink.Loader.xml,3626,,2,2,34393,34393
Azure.ResourceManager.EventHubs,1.3.0,ok,lib/net10.0/Azure.ResourceManager.EventHubs.xml,1467424,README.md,3,3,1112308,65558
Xam.Plugins.Forms.ImageCircle,3.0.0.5,ok,lib/monoandroid71/ImageCircle.Forms.Plugin.xml,2602,,5,5,35270,35270
Umbraco.Cms.Api.Management,18.1.1,ok,lib/net10.0/Umbraco.Cms.Api.Management.xml,2031056,,1,1,869352,65558
Microsoft.ML.ImageAnalytics,5.0.0,ok,lib/netstandard2.0/Microsoft.ML.ImageAnalytics.xml,71365,,1,1,79520,65558
AngleSharp.Xml,1.2.0,ok,lib/net10.0/AngleSharp.Xml.xml,101451,README.md,5,5,328152,65558
QLNet,1.13.1,ok,,0,,2,0,4484424,65558
DeepL.net,1.22.1,ok,,0,README.md,2,0,180345,65558
Microsoft.AspNet.SignalR.ServiceBus3,2.4.3,ok,lib/net45/Microsoft.AspNet.SignalR.ServiceBus3.xml,5374,,1,1,62506,62506
Google.GenAI,1.21.0,ok,lib/net8.0/Google.GenAI.xml,1042498,README.md,2,2,2094872,65558
WebMarkupMin.NUglify,2.22.3,ok,lib/net10.0/WebMarkupMin.NUglify.xml,32879,readme.txt,5,5,90037,65558
CSharpTest.Net.Collections,14.906.1403.1082,ok,lib/net20/CSharpTest.Net.Collections.XML,265626,,2,2,267454,65558
Hangfire.Console.Extensions.Serilog,2.1.2,ok,,0,README.md,1,0,21244,21244
Microsoft.Orleans.Serialization.SystemTextJson,10.3.1,ok,lib/net10.0/Orleans.Serialization.SystemTextJson.xml,5968,README.md,3,3,109995,65558
Microsoft.Azure.Management.EventGrid,9.0.0,ok,lib/net452/Microsoft.Azure.Management.EventGrid.xml,1512949,,4,4,1106275,65558
YesSql.Filters.Query,6.0.0,ok,lib/net10.0/YesSql.Filters.Query.xml,22401,,2,2,57101,57101
Azure.ResourceManager.Monitor,1.3.1,ok,lib/netstandard2.0/Azure.ResourceManager.Monitor.xml,3264555,README.md,1,1,646552,65558
Microsoft.ML.TensorFlow,5.0.0,ok,lib/netstandard2.0/Microsoft.ML.TensorFlow.xml,24787,,1,1,72593,65558
Microsoft.CodeAnalysis.CSharp.CodeRefactoring.Testing,1.1.4,ok,lib/net461/Microsoft.CodeAnalysis.CSharp.CodeRefactoring.Testing.xml,178,,5,5,127270,65558
Microsoft.SyndicationFeed.ReaderWriter,1.0.2,ok,,0,,1,0,47977,47977
MvvmCross.Platform,5.7.0,ok,,0,,14,0,820042,65558
TestStack.White,9.2.0.11,ok,,0,,1,0,344854,65558
YoutubeExplode,6.6.2,ok,lib/net10.0/YoutubeExplode.xml,94584,,4,4,4386511,65558
OpenTelemetry.Exporter.Geneva,1.17.0,ok,lib/net10.0/OpenTelemetry.Exporter.Geneva.xml,278638,README.md,4,4,419044,65558
PetaPoco,5.1.306,ok,,0,,0,0,74293,65558
Microsoft.Azure.Mobile.Client,4.2.0,ok,lib/monoandroid90/Microsoft.Azure.Mobile.Client.xml,481176,,5,5,939011,65558
Microsoft.NET.Build.Containers,10.0.303,ok,,0,README.md,0,0,4035299,65558
Microsoft.Azure.Management.DataLake.Store,2.2.1,ok,lib/net452/Microsoft.Azure.Management.DataLake.Store.xml,541186,,2,2,290023,65558
Nancy.Authentication.Forms,2.0.0,ok,lib/net452/Nancy.Authentication.Forms.xml,15623,,2,2,28566,28566
squirrel.windows,2.0.1,ok,,0,,2,0,5172461,65558
Microsoft.Orleans.Reminders.AzureStorage,10.3.1,ok,lib/net10.0/Orleans.Reminders.AzureStorage.xml,30708,README.md,2,2,186758,65558
Volo.Abp.AspNetCore.Mvc.UI.Theme.Basic,10.6.0,ok,lib/net10.0/Volo.Abp.AspNetCore.Mvc.UI.Theme.Basic.xml,163,,1,1,96434,65558
AlibabaCloud.SDK.Dysmsapi20170525,4.4.0,ok,,0,,2,0,309187,65558
SharpAvi,3.0.1,ok,lib/net45/SharpAvi.xml,65780,readme.md,4,4,164093,65558
Nancy.Owin,2.0.0,ok,lib/net452/Nancy.Owin.xml,1109,,1,1,14382,14382
DynamicInterop,0.9.1,ok,lib/netstandard2.0/DynamicInterop.xml,23624,,1,1,24396,24396
Microsoft.WindowsAppSDK.ML,2.1.74,ok,,0,README.md,0,0,102737,65558
Fleck,1.2.0,ok,,0,,4,0,92725,65558
BinaryFormatter,3.0.0,ok,,0,,3,0,47685,47685
Microsoft.Azure.SignalR.AspNet,1.33.1,ok,lib/net462/Microsoft.Azure.SignalR.AspNet.xml,18682,,3,2,208739,65558
Shortcodes,1.3.6,ok,lib/netstandard2.1/Shortcodes.xml,5357,,1,1,26644,26644
Hangfire.MaximumConcurrentExecutions,1.1.0,ok,,0,,1,0,15770,15770
Verify.SourceGenerators,2.5.0,ok,lib/net472/Verify.SourceGenerators.xml,263624,,6,6,431000,65558
Microsoft.Azure.Management.ContainerRegistry,6.0.0,ok,lib/net452/Microsoft.Azure.Management.ContainerRegistry.xml,793097,,4,4,717675,65558
Lucene.Net.Spatial,4.8.0-beta00018,ok,lib/net462/Lucene.Net.Spatial.xml,76659,,5,5,245492,65558
Microsoft.WindowsAppSDK.AI,2.4.4,ok,lib/net6.0-windows10.0.17763.0/Microsoft.Graphics.Imaging.Projection.xml,4006,,7,7,6978190,65558
Umbraco.SqlServerCE,4.0.0.1,ok,,0,,2,0,2656909,65558
GtkSharp,3.24.24.95,ok,,0,,2,0,1621790,65558
System.Device.Gpio,4.2.0,ok,lib/net8.0/System.Device.Gpio.xml,208295,README.md,1,1,135419,65558
Microsoft.WindowsAppSDK.Widgets,2.0.5,ok,lib/net6.0-windows10.0.17763.0/Microsoft.Windows.Widgets.Projection.xml,53854,,1,1,2758616,65558
Ookii.Dialogs.Wpf,5.0.1,ok,lib/net462/Ookii.Dialogs.Wpf.xml,185307,,4,4,363344,65558
Microsoft.ML.Recommender,0.23.0,ok,lib/netstandard2.0/Microsoft.ML.Recommender.xml,50180,,1,1,3242771,65558
Spectre.Console.Json,0.57.2,ok,lib/net10.0/Spectre.Console.Json.xml,16807,README.md,4,4,453113,65558
Google.Apis.CustomSearchAPI.v1,1.74.0.3520,ok,lib/net462/Google.Apis.CustomSearchAPI.v1.xml,118264,,3,3,141618,65558
Microsoft.Extensions.ServiceDiscovery.Yarp,10.9.0,ok,lib/net10.0/Microsoft.Extensions.ServiceDiscovery.Yarp.xml,33993,README.md,3,3,89061,65558
XAMLMarkupExtensions,2.1.3,ok,lib/net40/XAMLMarkupExtensions.xml,54036,,6,6,214198,65558
Azure.ResourceManager.ApiManagement,1.3.1,ok,lib/net10.0/Azure.ResourceManager.ApiManagement.xml,10500212,README.md,3,3,4991975,65558
Vortice.DXGI,3.8.3,ok,lib/net10.0/Vortice.DXGI.xml,462307,README.md,6,6,566136,65558
NetCord,1.0.0-beta.19,ok,lib/net10.0/NetCord.xml,747758,README.md,1,1,1186685,65558
Azure.Identity.Broker,1.7.0,ok,lib/net10.0/Azure.Identity.Broker.xml,10281,README.md,4,4,98598,65558
Grace.DependencyInjection.Extensions,7.1.0,ok,lib/net5.0/Grace.DependencyInjection.Extensions.xml,4279,,2,2,33902,33902
Microsoft.OpenApi.YamlReader,3.10.2,ok,,0,README.md,2,2,205065,65558
IcedTasks,0.11.9,ok,lib/net6.0/IcedTasks.xml,140190,README.md,4,4,1619472,65558
BruTile,6.0.0,ok,,0,,4,0,316939,65558
Microsoft.Orleans.Streaming.AzureStorage,10.3.1,ok,lib/net10.0/Orleans.Streaming.AzureStorage.xml,70867,README.md,2,2,263375,65558
Avalonia.Xaml.Behaviors,11.3.0.6,ok,,0,,0,0,15418,15418
OrchardCore.Module.Targets,3.0.1,ok,lib/net10.0/OrchardCore.Module.Targets.xml,143,,1,1,25281,25281
CliFx,3.0.1,ok,lib/net10.0/CliFx.xml,75861,,5,5,1644324,65558
Spectre.Console.Testing,0.57.2,ok,lib/net10.0/Spectre.Console.Testing.xml,12685,README.md,4,4,421506,65558
ZeroFormatter,1.6.4,ok,,0,,2,0,130364,65558
ppy.osu.Game.Resources,2026.909.0,ok,lib/net8.0/osu.Game.Resources.xml,617227,,45,1,114293682,65558
Microsoft.WindowsAzure.Management.Compute,14.0.0,ok,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.WindowsAzure.Management.Compute.xml,1584871,,2,2,632669,65558
Microsoft.Azure.Management.Dns,3.0.1,ok,lib/net452/Microsoft.Azure.Management.Dns.xml,168652,,2,2,124598,65558
Testcontainers.CosmosDb,4.15.0,ok,lib/net10.0/Testcontainers.CosmosDb.xml,9930,README.md,5,5,179432,65558
Ardalis.EFCore.Extensions,6.0.0,ok,,0,,1,0,31691,31691
Microsoft.OpenApi.ApiManifest,3.0.0-preview.1,ok,,0,,1,0,66571,65558
AWSSDK.BedrockAgent,4.0.101.1,ok,lib/net472/AWSSDK.BedrockAgent.xml,2200855,,4,4,1319513,65558
Aspire.Microsoft.Data.SqlClient,13.5.3,ok,lib/net10.0/Aspire.Microsoft.Data.SqlClient.xml,8225,README.md,3,3,129995,65558
AWSSDK.BedrockAgentRuntime,4.0.102.4,ok,lib/net472/AWSSDK.BedrockAgentRuntime.xml,1652159,,4,4,1129519,65558
MvvmCross.Core,5.7.0,ok,,0,,14,0,1612194,65558
Azure.ResourceManager.CognitiveServices,1.5.2,ok,lib/net8.0/Azure.ResourceManager.CognitiveServices.xml,2789469,README.md,2,2,1120697,65558
Microsoft.WindowsAzure.Management.Storage,6.0.1,ok,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.WindowsAzure.Management.Storage.xml,112440,,2,2,97139,65558
Aspire.Azure.Storage.Queues,13.5.3,ok,lib/net10.0/Aspire.Azure.Storage.Queues.xml,28065,README.md,3,3,209814,65558
Nullable.Extended.Analyzer,1.16.6891,ok,,0,,0,0,36290,36290
Microsoft.AspNet.SignalR.ServiceBus,2.4.3,ok,lib/net45/Microsoft.AspNet.SignalR.ServiceBus.xml,5373,,1,1,61410,61410
Microsoft.Maui.Controls.Maps,10.0.101,ok,lib/net10.0/Microsoft.Maui.Controls.Maps.xml,32536,README.md,8,8,330121,65558
Equ,2.3.0,ok,,0,,2,0,29412,29412
QuantConnect.pythonnet,2.0.66,ok,,0,README.md,1,0,535781,65558
Castle.Windsor.Extensions.DependencyInjection,6.0.0,ok,lib/net6.0/Castle.Windsor.Extensions.DependencyInjection.xml,4059,,2,2,74279,65558
Vortice.Direct3D11,3.8.3,ok,lib/net10.0/Vortice.Direct3D11.xml,2016825,README.md,3,3,947931,65558
NBitcoin.Altcoins,6.0.4,ok,,0,,4,0,1403220,65558
Microsoft.AspNetCore.Components.CustomElements,10.0.12,ok,,0,,1,0,50402,50402
Appveyor.TestLogger,2.0.0,ok,,0,,0,0,27856,27856
WPFLocalizeExtension,3.10.0,ok,lib/net40/WPFLocalizeExtension.xml,164105,,3,3,233871,65558
CefSharp.OffScreen,151.3.240,ok,lib/net462/CefSharp.OffScreen.xml,76711,Readme.txt,1,1,90619,65558
Microsoft.AspNet.Mvc.zh-Hans,5.3.0,ok,,0,,1,1,131004,65558
Testcontainers.Minio,4.15.0,ok,lib/net10.0/Testcontainers.Minio.xml,10074,README.md,5,5,176800,65558
Xamarin.Plugin.FilePicker,2.1.41,ok,lib/netstandard1.0/Plugin.FilePicker.xml,11191,,10,10,146558,65558
ILRepack.Lib.MSBuild.Task,2.0.46,ok,,0,,0,0,599164,65558
FSharpPlus,1.9.1,ok,lib/net6.0/FSharpPlus.xml,576616,README.md,3,3,8413340,65558
Senparc.NeuChar.App,1.6.0,ok,lib/net462/Senparc.NeuChar.App.xml,21794,,3,3,74591,65558
Microsoft.Azure.Management.ApplicationInsights,0.3.0-preview,ok,lib/net452/Microsoft.Azure.Management.ApplicationInsights.xml,588666,,4,4,669599,65558
Magick.NET-Q16-x86,14.17.1,ok,lib/net8.0/Magick.NET-Q16-x86.xml,1052661,docs/Readme.md,2,2,9620969,65558
Microsoft.Azure.Management.Redis,8.0.0,ok,lib/net452/Microsoft.Azure.Management.Redis.xml,335623,,4,4,378903,65558
Avalonia.HarfBuzz,12.1.2,ok,lib/net10.0/Avalonia.HarfBuzz.xml,1138,,2,2,48872,48872
OrchardCore.Translations.All,3.0.0,ok,,0,,0,0,9455737,477937
Microsoft.Azure.Management.ResourceGraph,2.1.0,ok,lib/net452/Microsoft.Azure.Management.ResourceGraph.xml,60176,,4,4,136040,65558
Avalonia.AvaloniaEdit,12.0.0,ok,,0,,4,0,502088,65558
SciSharp.TensorFlow.Redist,2.16.0,ok,,0,,0,0,191095089,65558
Microsoft.AspNet.Razor.zh-Hans,3.3.0,ok,,0,,1,1,84858,65558
Azure.AI.ContentSafety,1.0.0,ok,lib/netstandard2.0/Azure.AI.ContentSafety.xml,241103,README.md,1,1,147247,65558
VideoLAN.LibVLC.Windows,3.0.23.1,ok,,0,build/x64/lua/http/requests/README.txt,0,0,134279001,212262
CommandDotNet,8.1.1,ok,,0,,2,0,732021,65558
Vanara.PInvoke.Security,5.0.7,ok,lib/net10.0-windows7.0/Vanara.PInvoke.Security.xml,6422039,,10,10,9874278,65558
Microsoft.AspNet.WebPages.zh-Hans,3.3.0,ok,,0,,4,4,116360,65558
Microsoft.AspNetCore.Server.WebListener,1.1.4,ok,lib/net451/Microsoft.AspNetCore.Server.WebListener.xml,9811,,2,2,64968,64968
Magick.NET-Q8-x86,14.17.1,ok,lib/net8.0/Magick.NET-Q8-x86.xml,1048080,docs/Readme.md,2,2,9611397,65558
Mono.Nat,3.0.4,ok,lib/net6.0/Mono.Nat.xml,14268,,3,3,113623,65558
SkiaSharp.Views.WinUI,4.152.0,ok,,0,README.md,2,0,150468,65558
Microsoft.Azure.Management.ApiManagement,8.0.0-preview,ok,lib/net452/Microsoft.Azure.Management.ApiManagement.xml,3635273,,4,4,2888633,65558
DialogHost.Avalonia,0.12.3,ok,lib/net8.0/DialogHost.Avalonia.xml,56294,README.md,1,1,61090,61090
Xamarin.Google.MLKit.BarcodeScanning,117.3.0.9,ok,lib/net9.0-android35.0/Xamarin.Google.MLKit.BarcodeScanning.xml,161,readme.md,2,2,137471,65558
YubicoDotNetClient,1.2.0,ok,,0,,2,0,28366,28366
Tencent.QCloud.Cos.Sdk,5.4.51,ok,,0,,2,0,200569,65558
HidSharpCore,1.3.0,ok,,0,,1,0,116053,65558
MvvmCross.Binding,5.7.0,ok,,0,,22,0,1585394,65558
Avalonia.Headless,12.1.2,ok,lib/net10.0/Avalonia.Headless.xml,15802,,2,2,97119,65558
Xamarin.AndroidX.Core.SplashScreen,1.2.0.3,ok,lib/net9.0-android35.0/Xamarin.AndroidX.Core.SplashScreen.xml,159,readme.md,2,2,139068,65558
Microsoft.CodeAnalysis.CSharp.Analyzer.Testing.MSTest,1.1.2,ok,lib/net452/Microsoft.CodeAnalysis.CSharp.Analyzer.Testing.MSTest.xml,178,,6,6,133586,65558
DiscUtils.Udf,0.16.13,ok,lib/net40/DiscUtils.Udf.xml,6140,,4,4,86708,65558
Microsoft.ApplicationBlocks.Data,2.0.0,ok,,0,,5,0,46267,46267
VirtualizingWrapPanel,2.5.4,ok,,0,README.md,3,0,89665,65558
Stashbox,5.21.0,ok,lib/net10.0/Stashbox.xml,319913,README.md,9,9,1105036,65558
Microsoft.Orleans.EventSourcing,10.3.1,ok,lib/net10.0/Orleans.EventSourcing.xml,82975,README.md,2,2,267581,65558
SharpDX.XInput,4.2.0,ok,lib/net40/SharpDX.XInput.xml,68907,,4,4,80562,65558
Microsoft.Azure.Management.Automation,2.0.7,ok,,0,,2,0,355193,65558
ColorCode.UWP,2.0.15,ok,,0,,1,0,47245,47245
AlphaFS,2.2.6,ok,lib/net35/AlphaFS.xml,2365334,,5,5,2646541,65558
Microsoft.WindowsAzure.Management,4.1.3,ok,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.WindowsAzure.Management.xml,163810,,2,2,139723,65558
DeviceId.Windows,6.11.0,ok,lib/net10.0-windows10.0.17763/DeviceId.Windows.xml,10630,readme.md,6,6,53445,53445
zlib.net,1.0.4,ok,,0,,1,0,40486,40486
NetVips.Native,8.18.6,ok,,0,,0,0,15339,15339
CefSharp.Wpf.NETCore,151.3.240,ok,lib/net6.0-windows7.0/CefSharp.Wpf.xml,244589,Readme.txt,2,1,262888,65558
ICU4N.Transliterator,60.1.0-alpha.356,ok,lib/net40/ICU4N.Transliterator.xml,214345,,3,3,931818,65558
Microsoft.VisualStudio.ProjectSystem,17.9.380,ok,lib/net472/Microsoft.VisualStudio.ProjectSystem.xml,2606340,,28,2,2713103,65558
RepoDb.SqlServer,1.16.0,ok,lib/net10.0/RepoDb.SqlServer.xml,34432,README.md,4,4,964385,65558
Xamarin.iOS.MaterialComponents,92.0.0,ok,,0,,1,0,5790258,65558
Azure.Provisioning.CosmosDB,1.0.0,ok,lib/netstandard2.0/Azure.Provisioning.CosmosDB.xml,650688,README.md,1,1,201186,65558
Clipper2,2.0.0,ok,,0,README.md,1,0,68644,65558
SQLitePCLRaw.provider.internal.ios_unified,1.1.14,ok,,0,,1,0,28927,28927
Microsoft.Azure.Management.Subscription,2.0.0,ok,lib/net452/Microsoft.Azure.Management.Subscription.xml,184383,,4,4,258671,65558
Ardalis.HttpClientTestExtensions,4.2.0,ok,,0,README.md,1,0,53780,53780
Vanara.PInvoke.Gdi32,5.0.7,ok,lib/net10.0-windows7.0/Vanara.PInvoke.Gdi32.xml,2334059,,10,10,4001809,65558
Ecng.Compilation,1.0.331,ok,lib/net10.0/Ecng.Compilation.xml,42072,README.md,2,2,64491,64491
Velopack,1.2.0,ok,lib/net10.0/Velopack.xml,139500,README_NUGET.md,5,5,641661,65558
Dotnet.Bundle,0.9.13,ok,,0,,0,0,16844,16844
DuoUniversal,1.3.1,ok,,0,,2,0,88170,65558
Microsoft.Windows.CsWinRT,2.3.1,ok,,0,readme.txt,3,0,3278379,65558
Microsoft.AspNet.WebApi.WebHost.zh-Hans,5.3.0,ok,,0,,1,1,47789,47789
Microsoft.CodeAnalysis.VisualBasic.CodeRefactoring.Testing,1.1.4,ok,lib/net461/Microsoft.CodeAnalysis.VisualBasic.CodeRefactoring.Testing.xml,166,,5,5,128705,65558
Microsoft.Azure.Management.Cdn,6.1.0,ok,lib/net452/Microsoft.Azure.Management.Cdn.xml,1436650,,4,4,1188786,65558
Microsoft.WindowsAzure.Management.Scheduler,6.2.0,ok,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.WindowsAzure.Management.Scheduler.xml,249084,,2,2,211729,65558
Microsoft.CodeAnalysis.VisualBasic.CodeFix.Testing,1.1.4,ok,lib/net461/Microsoft.CodeAnalysis.VisualBasic.CodeFix.Testing.xml,158,,5,5,129230,65558
Microsoft.CodeAnalysis.VisualBasic.Analyzer.Testing,1.1.4,ok,lib/net461/Microsoft.CodeAnalysis.VisualBasic.Analyzer.Testing.xml,159,,5,5,126930,65558
Microsoft.WindowsAzure.Management.Sql,5.2.0,ok,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.WindowsAzure.Management.Sql.xml,279272,,2,2,192540,65558
Microsoft.AspNetCore.Buffering,0.2.2,ok,lib/net451/Microsoft.AspNetCore.Buffering.xml,1314,,2,2,35599,35599
Microsoft.VisualStudio.Workspace.VSIntegration,17.12.19,ok,lib/net472/Microsoft.VisualStudio.Workspace.VSIntegration.Contracts.xml,228710,,1,1,104412,65558
Azure.AI.Extensions.OpenAI,2.0.0,ok,lib/net10.0/Azure.AI.Extensions.OpenAI.xml,1621799,README.md,3,3,1175110,65558
Volo.Abp.Identity.Web,10.6.0,ok,lib/net10.0/Volo.Abp.Identity.Web.xml,146,,1,1,111327,65558
Microsoft.DocAsCode.ECMA2Yaml,1.0.916,ok,,0,,0,0,1896740,65558
Microsoft.Extensions.AI.AzureAIInference,10.0.0-preview.1.25559.3,ok,lib/net10.0/Microsoft.Extensions.AI.AzureAIInference.xml,57314,README.md,5,5,249988,65558
Microsoft.Azure.Insights,0.16.0-preview,ok,lib/net452/Microsoft.Azure.Insights.xml,316350,,2,2,194409,65558
TorchSharp,0.107.0,ok,,0,,2,0,3345464,65558
Microsoft.Orleans.Clustering.DynamoDB,10.3.1,ok,lib/net10.0/Orleans.Clustering.DynamoDB.xml,23240,README.md,2,2,179891,65558
Eto.Forms,2.11.0,ok,lib/net10.0/Eto.xml,2270730,,4,4,2164896,65558
BitPay.Light,1.0.1907,ok,,0,,1,0,31699,31699
Google.Cloud.TextToSpeech.V1,3.18.0,ok,lib/net462/Google.Cloud.TextToSpeech.V1.xml,140142,,2,2,196356,65558
Microsoft.WindowsAzure.Management.WebSites,4.0.0,ok,lib/portable-net45%2Bsl50%2Bwp80%2Bwin/Microsoft.WindowsAzure.Management.WebSites.xml,477598,,2,2,328269,65558
Dragablz,0.0.3.234,ok,lib/netcoreapp3.0/Dragablz.xml,47614,,3,3,634063,65558
Plotly.NET,5.1.0,ok,lib/netstandard2.0/Plotly.NET.xml,2243455,,1,1,2262896,65558
Avalonia.Controls.ItemsRepeater,12.0.0,ok,,0,,2,0,107281,65558
Microsoft.AspNet.WebApi.Client.zh-Hans,6.0.0,ok,,0,,3,3,132498,65558
Microsoft.AspNet.WebApi.Core.zh-Hans,5.3.0,ok,,0,,1,1,104417,65558
Microsoft.Orleans.Clustering.Redis,10.3.1,ok,lib/net10.0/Orleans.Clustering.Redis.xml,5138,README.md,2,2,110332,65558
Azure.ResourceManager.OperationalInsights,1.3.2,ok,lib/net10.0/Azure.ResourceManager.OperationalInsights.xml,1907844,README.md,3,3,1336620,65558
